fold,text,intents,intent_span,intent_span_4o
fold16,"I didn't get that, could you say it again?",['repeat'],didn't get that,say it again
fold16,please connect me to the spa,['handoff'],spa/connect me to,connect/spa
fold16,can I change the checkout date?,['change'],change/checkout date,change/checkout date
fold16,Are the dog friendly rooms more expensive,"['request_info', 'more_higher_after']",more expensive/dog friendly rooms,more expensive/dog friendly
fold16,"yep, leaving tomorrow evening",['affirm'],leaving tomorrow evening/yep,leaving/yep
fold16,its a new one,['new'],new,new
fold16,are pets allowed in the swimming pool?,['request_info'],pets/swimming pool,swimming pool/pets
fold16,"No, I won't be using the gym at all.",['deny'],No/I won't be using the gym at all,No/gym
fold16,the treadmills are not working,['wrong_notworking_notshowing'],treadmills,treadmills/not working
fold16,Is the gym also open over the weekend?,['request_info'],gym/open over the weekend,gym/weekend/open
fold16,How much does parking cost?,['how_much'],parking cost/How much,How much/parking/cost
fold16,I lost my scarf,['lost_stolen'],scarf/lost,lost
fold16,I think my wallet got nicked at the restaurant.,['lost_stolen'],wallet/restaurant,wallet/restaurant
fold16,Can I cancel this room booking i have,['cancel_close_leave_freeze'],room booking/cancel,cancel/room booking
fold16,calling to cancel the booking I made yesterday.,['cancel_close_leave_freeze'],booking/cancel,cancel/booking
fold16,There is a table booking for lancer glinski i think tomorrow at 20 to 16,['existing'],tomorrow/table booking,table booking/tomorrow
fold16,I think I want to go up there on New Year's Eve can I get a rate,['request_info'],rate/New Year's Eve,rate/get
fold16,can we get room service please,['make_open_apply_setup_get_activate'],room service,room service/get
fold16,I'm kind of check on a reservation I made one supposed for the 17th of December but I never got a confirmation code,['existing'],17th of December/reservation/confirmation code,reservation/confirmation code/17th of December
fold16,"a table booking for 13 50 in the afternoon, it will be a couple and our kid",['make_open_apply_setup_get_activate'],couple and our kid/13 50 in the afternoon/table booking,booking
fold16,I have a reservation that I need to cancel,['change'],reservation/cancel,cancel/reservation
fold16,I have a booking that I need to amend,['change'],amend/booking,amend/booking
fold16,I have a booking that I need to modify,['change'],modify/booking,modify/booking
fold16,I have a reservation that I need to modify,['change'],modify/reservation,reservation/modify
fold16,I have a reservation that I need to amend,['change'],amend/reservation,reservation/amend
fold16,"I made a reservation for one full week yesterday, but would like to change the dates a bit.",['change'],dates/change/reservation,reservation/change the dates
fold16,Accommodation for 3 nights for 3 please.,['make_open_apply_setup_get_activate'],Accommodation for 3 nights/for 3,Accommodation/3 nights
fold16,I need a room for 2 adults and 2 children,['make_open_apply_setup_get_activate'],2 adults/room,room
fold16,"family suite needed to fit 2 adults, 1 child. We would be looking for breakfast included and would be staying 2 nights checking in tomorrow if possible",['make_open_apply_setup_get_activate'],"2 adults, 1 child/checking in tomorrow/family suite/staying 2 nights/breakfast included",breakfast included/checking in tomorrow/staying 2 nights/family suite
fold16,reserve a holiday,['make_open_apply_setup_get_activate'],reserve a holiday,holiday/reserve
fold17,why is the pool closed?,"['why', 'wrong_notworking_notshowing']",pool closed/why,closed/why/pool
fold17,how can I book a massage?,['how'],book a massage,massage/how/book
fold17,what is the latest i can check in,"['request_info', 'when', 'limits']",check in/latest,latest/check in
fold17,"Nice, got a booking at 2:10 night for a table under dariana prunty I believe.","['acknowledge', 'existing']",booking,booking
fold17,thats everything I needed,['end_call'],everything,thats everything I needed
fold17,Hi - I am looking to book a room for this weekend. It will be me and my husband. What availability do you have?,"['make_open_apply_setup_get_activate', 'greet', 'request_info']",book a room/availability,Hi/availability/book a room
fold17,i'd like to speak to the gym please,['handoff'],speak/gym,gym/speak
fold17,any table free before 19:55 evening?,"['request_info', 'less_lower_before']",table/evening/free/before 19:55,before 19:55 evening/any table
fold17,when is gym opening in the morning?,['when'],gym opening/when,gym/when
fold17,I don't think we'll make it to the check out time,['wrong_notworking_notshowing'],don't think/check out time,check out time
fold17,can I upgrade my booking to also get access to the swimming pool?,"['make_open_apply_setup_get_activate', 'more_higher_after']",get access to the swimming pool/booking/upgrade,swimming pool/access/upgrade/booking
fold17,sure no problem,['affirm'],sure/no problem,no problem/sure
fold17,make a new one,"['new', 'make_open_apply_setup_get_activate']",make/a new one,make/new
fold17,Can I get a dog friendly room,['make_open_apply_setup_get_activate'],dog friendly room,dog friendly/get/room
fold17,"no, only my granddad will be staying at your hotel.",['deny'],only my granddad will be staying/no/hotel,staying/hotel/no
fold17,Does the resort offer internet access to its guests?,['request_info'],guests/resort/internet access,internet access
fold17,"The shower cannot get any hot water, I've been taking cold showers all this time.",['wrong_notworking_notshowing'],cold showers/hot water,cold showers/shower cannot get any hot water
fold17,How much would I pay for 3 hours with a personal trainer in your gym?,['how_much'],3 hours/personal trainer/How much,How much/3 hours/personal trainer
fold17,how much is breakfast for 5?,['how_much'],for 5/how much/breakfast,how much/breakfast
fold17,I lost my driving license,['lost_stolen'],driving license/lost,lost
fold17,"I'm driving, can I park",['request_info'],driving/park,park
fold17,we have a restaurant booking listed under colisha for tomorrow night!,['existing'],restaurant booking/tomorrow night,restaurant/booking
fold17,cancel an existing one,"['cancel_close_leave_freeze', 'existing']",existing/cancel,cancel/existing
fold17,I have a restaurant reservation that I think is for kamini luoma at 14 50 tomorrow,['existing'],14 50 tomorrow/restaurant reservation/kamini luoma,14 50 tomorrow/restaurant reservation/kamini luoma
fold17,do you have any restaurants open at 5 30 a.m.?,['request_info'],open at 5 30 a.m./restaurants,restaurants
fold17,Can I order a hotdog to my room in an hour?,['make_open_apply_setup_get_activate'],order a hotdog/in an hour,order/room
fold17,already have it,['existing'],have it/already,already have
fold17,I want to upgrade the booking i did for the 18th August,['change'],booking/18th August/upgrade,upgrade/booking
fold17,can I update a room booking to 6 people?,['change'],to 6 people/can I/update a room booking,update/room booking
fold17,"Can I make a reservation for 4 adults, 2 rooms with 2 adults in each, one with a double bed and the other with 2 single beds for 2 nights from Monday 26th of Sep please.",['make_open_apply_setup_get_activate'],the other with 2 single beds/from Monday 26th of Sep/make a reservation/for 2 nights/for 4 adults/one with a double bed/with 2 adults in each/2 rooms,2 nights/double bed/2 rooms/make a reservation/Monday 26th of Sep/2 single beds
fold17,I want to book a room for October 18 until the 22nd,['make_open_apply_setup_get_activate'],book a room/October 18 until the 22nd,room/October 18 until the 22nd/book
fold18,"thank you, do you have any slots from 8 to 9 pm?","['thank', 'request_info']",slots from 8 to 9 pm/thank you,thank you/any slots from 8 to 9 pm
fold18,why is the gym closed during the next week,"['why', 'wrong_notworking_notshowing']",next week/gym closed/why,closed/gym/next week/why
fold18,what do i need to do to use the gym?,['how'],gym,gym/use
fold18,earliest check in,"['when', 'less_lower_before', 'limits']",check in/earliest,check in/earliest
fold18,"ok that was very helpful, bye bye","['end_call', 'acknowledge']",that was very helpful/ok/bye bye,bye bye/ok
fold18,please say that one more time now,['repeat'],please say that one more time now,say that one more time
fold18,"Hi, please could I book a family suite one double, one single 2 adults and one child from 1-31st of December. Is breakfast included?","['make_open_apply_setup_get_activate', 'greet', 'request_info']",1/2 adults and one child/book a family suite/Is breakfast included?,"Hi/one double, one single 2 adults and one child/book/1/Is breakfast included?"
fold18,could you transfer me to the spa team please,['handoff'],spa team/transfer me,transfer/spa
fold18,"no, I need to check in much later than that.","['deny', 'more_higher_after']",no/I need to check in much later than that,much later/check in/no
fold18,How much in advance do I have to book a table for 8 people?,['when'],book a table for 8 people/in advance/How much,How much/book a table
fold18,late check-out,['more_higher_after'],late/check,check
fold18,yes that's my phone I'm trying to locate it,"['affirm', 'lost_stolen']",yes/locate it,trying to locate it/yes
fold18,brand new,['new'],brand new,brand new
fold18,is the indoor pool on the third floor,['request_info'],indoor pool/third floor,indoor pool/third floor
fold18,Can I bring my dog to the restaurant?,['request_info'],Can I bring my dog to the restaurant?,bring my dog/restaurant
fold18,Is there WiFi at the hotel?,['request_info'],WiFi,hotel/WiFi
fold18,theres a broken static bike in the gym,['wrong_notworking_notshowing'],broken static bike,gym
fold18,want to book a room with balcony or terrace.,['make_open_apply_setup_get_activate'],book a room/with balcony or terrace,room/book
fold18,What are the fees for parking?,['how_much'],parking/fees,fees/parking
fold18,Has a wallet been handed in,['lost_stolen'],a wallet/been handed in/Has,wallet/handed in
fold18,"Could you please confirm our booking at the restaurant for tonight, for 2 people?","['existing', 'request_info']",confirm/booking at the restaurant/tonight/2 people,restaurant/booking
fold18,i need to cancel my booking,['cancel_close_leave_freeze'],need to cancel/i/my booking,cancel/booking
fold18,I need to cancel my booking due to some unexpected private reasons...,['cancel_close_leave_freeze'],cancel my booking/unexpected private reasons,cancel/booking
fold18,I need to change the current booking under cabanas.,"['change', 'existing']",change/current booking,booking/current/change
fold18,do you offer skincare treatments?,['request_info'],skincare treatments,skincare treatments
fold18,Do you serve vegan food in your restaurant?,['request_info'],vegan food,restaurant/vegan food
fold18,I want something to eat inside the room,['make_open_apply_setup_get_activate'],want something to eat/inside the room,inside the room/something to eat
fold18,existing one,['existing'],existing,existing
fold18,Can you please reserve a table for 2 people at 4 25 p.m. ?,['make_open_apply_setup_get_activate'],reserve a table/2 people/4 25 p.m.,table/reserve
fold18,Can I change some of the details of a reservation i made the other day,['change'],reservation/change/details,details/reservation/change
fold18,amend that reservation to now also include 3 kids,['change'],include 3 kids/amend/reservation,kids/amend/reservation
fold18,I would like to have the ensuite room for 1 night please,['make_open_apply_setup_get_activate'],ensuite room/1 night,1 night/ensuite room
fold18,it looks to make a reservation I am arriving on Tuesday and leaving on Sunday,['make_open_apply_setup_get_activate'],leaving on Sunday/make a reservation/arriving on Tuesday,arriving/leaving/make a reservation
fold19,Have you got anything between 4 30 in the night and half past 15 afternoon,['request_info'],between 4 30 in the night/half past 15 afternoon,half past 15 afternoon/4 30 in the night
fold19,"thanks, when will I be receiving the money back?","['when', 'thank']",thanks/when will I be receiving the money back,thanks/receiving the money back/when
fold19,Why is the gym closed since yesterday?,"['why', 'wrong_notworking_notshowing']",closed since yesterday/gym,closed/gym/since yesterday/Why
fold19,How do I unlock more channels on the tv?,"['more_higher_after', 'how']",unlock more channels/tv,more channels/How/tv/unlock
fold19,do you have accesible parking?,['request_info'],accessible parking,accesible/parking
fold19,i am not sure of the day we will be leaving,['dont_know'],day we will be leaving/not sure,not sure/day we will be leaving
fold19,Au revoir cheers,['end_call'],cheers/Au revoir,cheers/Au revoir
fold19,Hi am sorry I have to cancel the table for 4 people at 5 10 p.m.,"['greet', 'cancel_close_leave_freeze']",5 10 p.m./table for 4 people/cancel,cancel/Hi
fold19,"no, that didn't solve anything, can I speak with somebody a bit more intelligent?","['deny', 'handoff']","can I speak with somebody a bit more intelligent?/no, that didn't solve anything",speak with somebody/no
fold19,The price was 10% lower last week!,['less_lower_before'],price/10% lower,lower/last week
fold19,I want to do a check-in on behalf of my husband.,['make_open_apply_setup_get_activate'],on behalf of my husband/check,check
fold19,Do I have to pay extra if I checkout later?,"['how_much', 'more_higher_after']",checkout later,pay extra/checkout later
fold19,"yes, do proceed with the booking!","['affirm', 'make_open_apply_setup_get_activate']",proceed with the booking/yes,proceed/yes/booking
fold19,its the first time i make the reservation,['new'],make the reservation/first time,first time/make the reservation
fold19,i might have forgotten the wallet in the pool,['lost_stolen'],wallet/pool/forgotten,wallet/forgotten/pool
fold19,I would like to bring my cat,['request_info'],bring/my cat,bring my cat
fold19,Is WiFi free?,['how_much'],WiFi/free,WiFi/free
fold19,I cannot find a hair dryer and I looked everywhere!,['wrong_notworking_notshowing'],looked everywhere/hair dryer,cannot find/hair dryer
fold19,Is the gym free to use?,['how_much'],gym/free,gym/free
fold19,Can you send some soft drinks and 7 beers to my room at 23:00?,['make_open_apply_setup_get_activate'],23:00/7 beers/my room/soft drinks,23:00/beers/soft drinks/room/send
fold19,I forgot my laptop at claim jumper,['lost_stolen'],claim jumper/forgot/laptop,forgot
fold19,Please cancel my booking at 15 past 3 p.m. as I have changed my mind.,['cancel_close_leave_freeze'],15 past 3 p.m./booking/changed my mind/cancel,changed my mind/cancel my booking
fold19,confirm my reservation is under myles,['existing'],confirm/reservation,reservation/confirm
fold19,can you tell me more detail about the spa,['request_info'],spa,more detail/spa
fold19,do you offer room service?,['request_info'],do you offer/room service,room service
fold19,I'd like to get some whiskey here to the third floor.,['make_open_apply_setup_get_activate'],third floor/whiskey,get
fold19,Ive got a reservation starting on 5th of March,['existing'],starting on 5th of March/reservation,5th of March/reservation
fold19,"At 9 30 evening, I booked a table for 5 people",['existing'],5 people/booked a table,booked a table/9 30 evening/5 people
fold19,please get my restaurant booking changed to at 0:30,['change'],restaurant booking/changed,at 0:30/changed/get/restaurant booking
fold19,change it to 11pm,['change'],11pm/change,11pm/change
fold19,amend hotel reservation,['change'],amend/hotel reservation,amend/hotel reservation
fold19,"I would like a standard room for one adult starting on the 19th of May for 12 nights, please.",['make_open_apply_setup_get_activate'],12 nights/one adult/standard room/19th of May,standard room/starting on the 19th of May/12 nights
fold19,I want to book 2 rooms from 4th to 8th of Jun. It'll be for 1 adult in each room,['make_open_apply_setup_get_activate'],book/1 adult/2 rooms/4th to 8th of Jun,rooms/4th to 8th of Jun/book
fold19,"ok, make a reservation for 9 days for my mother checking in on March 1st",['make_open_apply_setup_get_activate'],March 1st/my mother/make a reservation/checking in/9 days,checking in/make a reservation/ok
