fold,text,intents,intent_span,intent_span_4o
fold8,Send the rent payment to siara,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']",rent payment/to siara/Send,Send/payment
fold8,schedule the payment to jovani gabaldon at 4 15 in the morning,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",jovani gabaldon/4 15 in the morning/payment/schedule,payment/schedule
fold8,"Yes, my savings account will mature on 2016","['affirm', 'savings', 'account']",Yes/will mature on 2016/my savings account,mature on 2016/savings account/Yes
fold8,I want to open a new savings account,"['make_open_apply_setup_get_activate', 'savings', 'account', 'new']",open/new savings account,account/new/open/savings
fold8,do you charge any maintenance fees for your current accounts?,"['request_info', 'current', 'account', 'fees_interests']",current accounts/maintenance fees,maintenance fees/current accounts
fold8,"That's what I said, 23:55 night",['affirm'],night/23:55,That's what I said/23:55/night
fold8,"I am not really sure, can you just freeze my current account for now?","['cancel_close_leave_freeze', 'dont_know', 'account', 'current']",current account/freeze,freeze/current account
fold8,"yeah, no problem freezing that card, I'm not using it anyhow...","['affirm', 'cancel_close_leave_freeze', 'card']",freezing/card,no problem/card/freezing
fold8,Can I make that payment also while I'm abroad?,"['request_info', 'transfer_payment_deposit', 'international']",payment/abroad,abroad/make that payment
fold8,I was trying to make an international transfer from the app,"['international', 'transfer_payment_deposit']",international transfer,international transfer/from the app
fold8,"I tried to put more money to my account yesterday, but this transaction is still pending for some reason.","['wrong_notworking_notshowing', 'transfer_payment_deposit', 'account']",more money/account,account/transaction is still pending/more money
fold8,You are telling me I can access my account from my phone?,"['request_info', 'account']",access my account,account/access
fold8,im not sure if its a transfer,"['dont_know', 'transfer_payment_deposit']",transfer/not sure,im not sure/transfer
fold8,I would like to top up my card,"['card', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",top up/my card,my card/top up
fold8,make the application,['make_open_apply_setup_get_activate'],make the application,application/make
fold8,Is it possible to pay with my other card?,"['request_info', 'transfer_payment_deposit', 'card']",pay with my other card,other card/pay
fold8,I was trying to top up my card but it was reverted,"['wrong_notworking_notshowing', 'card', 'transfer_payment_deposit']",top up/card,my card/reverted/top up
fold8,That transaction is still pending although I made a payment almost 38 days ago.,"['transfer_payment_deposit', 'wrong_notworking_notshowing']",pending/made a payment almost 38 days ago,made a payment/still pending/transaction/38 days ago
fold8,yes it was reverted,"['affirm', 'wrong_notworking_notshowing']",it was reverted/yes,reverted/yes
fold8,"Yes, I did pay with money","['affirm', 'transfer_payment_deposit']",did pay with money/Yes,pay with money/Yes
fold8,"no, no, just no!",['deny'],no,no/just no
fold8,that's not what I said at all,['deny'],not what I said,not what I said
fold8,The transfer didn't go through,"['wrong_notworking_notshowing', 'transfer_payment_deposit']",transfer/didn't go through,didn't go through/transfer
fold8,is it broken?,"['wrong_notworking_notshowing', 'request_info']",is it broken?,broken
fold8,Which is the address of the closest branch?,['request_info'],address/closest branch,closest branch/address
fold8,It was reverted,['wrong_notworking_notshowing'],It was reverted,reverted
fold8,"it looks like this is not working, lets move on to something else",['wrong_notworking_notshowing'],not working/move on to something else,move on to something else/not working
fold8,i already have one,['existing'],already have one/i,already have
fold9,Can you repeat?,['repeat'],repeat,repeat
fold9,How long do I have to wait?,['how_long'],How long,wait/How long
fold9,Good day to you! I urgently need a list of my transactions from 5:55 in the afternoon to 9:00 a.m. yesterday!,"['greet', 'request_info', 'transfer_payment_deposit']",list of my transactions/from 5:55 in the afternoon to 9:00 a.m. yesterday,from 5:55 in the afternoon to 9:00 a.m. yesterday/need a list of my transactions/Good day
fold9,I submitted my request on Nov the 16th on the savings account for a larger overdraft and it's still pending ? I tried like 4 times logging in and out but no updates.,"['wrong_notworking_notshowing', 'account', 'overdraft', 'why', 'more_higher_after', 'savings']",still pending/larger overdraft/request/savings account,submitted my request/no updates/savings account/larger overdraft/still pending/logging in and out
fold9,"Indeed, I'd like to freeze my account starting this afternoon until next Saturday","['cancel_close_leave_freeze', 'account', 'affirm']",freeze/account,account/freeze
fold9,"Indeed, I'd like to freeze my account starting this afternoon until next Wednesday","['cancel_close_leave_freeze', 'account', 'affirm']",this afternoon until next Wednesday/freeze,freeze my account/starting this afternoon until next Wednesday
fold9,the account I use for my business,"['business', 'account']",business/account,account/business
fold9,it relates to my business one in the app I think,['business'],business,app/business
fold9,What do I need to do to set up a standing order to estelle filer?,"['standing_order', 'how']",set up a standing order,standing order/set up/estelle filer
fold9,i am leaving now,['end_call'],leaving,now/leaving
fold9,See you later alligator,['end_call'],alligator/See you later,See you later alligator
fold9,"ok, 15 35 afternoon then",['acknowledge'],ok/15 35 afternoon,afternoon/ok
fold9,"Great, much appreciated!","['thank', 'acknowledge']",Great/much appreciated,Great/much appreciated
fold9,"So, you're not accepting cheques any more?","['request_info', 'cheque']",accepting cheques,not accepting/cheques
fold9,when will my card arrive?,"['arrival', 'card', 'when']",card arrive/when,arrive/card/when
fold9,My credit card got stolen this afternoon. When can I expect to get the new one?,"['lost_stolen', 'credit', 'card', 'when', 'arrival', 'new']",When can I expect to get the new one?/credit card/this afternoon/stolen,When/new one/stolen/credit card
fold9,I lost it around 3 50 a.m.,['lost_stolen'],3 50 a.m./lost,lost
fold9,"No, I didn't forget it","['lost_stolen', 'deny']",No/I didn't forget it,No/didn't forget it
fold9,hey my credit card seems not to be working,"['wrong_notworking_notshowing', 'credit', 'card', 'greet']",not working/credit card,credit card/hey/not to be working
fold9,The information in my credit card is wrong,"['wrong_notworking_notshowing', 'card', 'credit']",information/credit card,credit card/wrong
fold9,"up to October the 3rd 2004, thanks",['thank'],thanks/up to October the 3rd 2004,thanks/up to October the 3rd 2004
fold9,Can you give me the list of transactions on my current account from this Thursday until this Sunday?,"['request_info', 'transfer_payment_deposit', 'current', 'account']",current account/transactions/from this Thursday until this Sunday,this Thursday until this Sunday/list of transactions/current account
fold9,can you tell me How much have I paid hyatt regency since February,"['how_much', 'transfer_payment_deposit']",paid/hyatt regency/How much,hyatt regency/how much/since February/paid
fold9,Show my take out spend on September 2023,"['how_much', 'transfer_payment_deposit']",take out spend/September 2023,take out spend/September 2023
fold9,Have I really spent most on pubs last month?,"['request_info', 'more_higher_after', 'transfer_payment_deposit']",last month/pubs,pubs/last month/spent most
fold9,When can I expect that money to land on my current account?,"['when', 'transfer_payment_deposit', 'current', 'account']",money/current account/When/expect,When/current account
fold9,I have an appointment with my branch but I forgot at what time it is. Could you help me with that?,"['appointment', 'when']",forgot at what time/appointment,at what time/help/appointment
fold9,"hi, wanted to talk about my pin","['pin', 'greet']",hi/talk about my pin,pin/hi
fold9,"Hi, cash please",['greet'],Hi/cash please,Hi/cash
fold9,Is it safe to write my pin on the back of my card?,"['pin', 'request_info', 'card']",write my pin on the back of my card/safe,pin/card
fold9,"i want to talk about something else, the password of my card","['pin', 'card']",something else/password/my card,talk about/password/my card
fold9,thanks a lot,['thank'],thanks a lot,thanks a lot
fold9,"thanks, ill do it through the app",['thank'],thanks/through the app,thanks/ill do it through the app
fold9,I need to check my recent transactions to see which one pushed my debit balance over the limit.,"['debit', 'request_info', 'limits', 'balance', 'more_higher_after', 'transfer_payment_deposit']",recent transactions/pushed my debit balance over the limit,over the limit/check/debit balance/recent transactions
fold9,can i verify my debit?,"['debit', 'request_info']",verify/debit,debit/verify
fold9,can i get cash on an ATM using the app?,"['withdrawal', 'request_info', 'make_open_apply_setup_get_activate']",using the app/ATM/get cash,ATM/using the app/get/cash
fold9,yes i need to make a cash withdrawal in another country,"['affirm', 'international', 'withdrawal', 'make_open_apply_setup_get_activate']",make a cash withdrawal/yes/another country,another country/yes/make/cash withdrawal
fold9,How do I make the payment of 96.41 pounds to my sister?,"['transfer_payment_deposit', 'how', 'make_open_apply_setup_get_activate']",How do I make the payment/96.41 pounds/to my sister,96.41 pounds/make the payment/my sister/How
fold9,How can I transfer it to my savings?,"['how', 'transfer_payment_deposit', 'savings', 'account', 'make_open_apply_setup_get_activate']",How can I transfer it to my savings?,transfer it/How/savings
fold9,how much did I spend at uber in last 10 months,"['how_much', 'transfer_payment_deposit']",last 10 months/uber/how much/spend,spend/uber/how much/last 10 months
fold9,Did I spend less than usual amount this week in hyatt gift?,"['request_info', 'less_lower_before', 'transfer_payment_deposit']",this week/spend less,this week/less than usual amount
fold9,tell me my direct debit list?,"['direct_debit', 'request_info']",my direct debit list/tell me,list/direct debit
fold9,It's about direct debit,['direct_debit'],direct debit,direct debit
fold9,i need to activate my new contactless card,"['make_open_apply_setup_get_activate', 'contactless', 'card', 'new']",activate/new contactless card,new/contactless card/activate
fold9,my contactless payment was declined but my balance is positive,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'contactless', 'balance']",declined/contactless payment/balance,balance/declined/contactless payment
fold9,i cant make it to the appointment before 15 to 3 p.m.,"['appointment', 'deny', 'less_lower_before', 'make_open_apply_setup_get_activate']",appointment,make it to the appointment/before 15 to 3 p.m.
fold9,"yeah, getting that refund any time before 12:30 a.m. today is alright.","['refund', 'less_lower_before', 'affirm']",before 12:30 a.m. today/refund,before 12:30 a.m. today/refund/alright/yeah
fold9,"Of course, I want all £32.88 back asap!","['affirm', 'refund']",all £32.88 back,all £32.88 back/asap
fold9,"My transaction shows as pending, I want a refund!","['refund', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",pending/refund,pending/refund
fold9,can you explain me why is there a $52.36 transaction today at 15 35 afternoon,"['why', 'transfer_payment_deposit']",$52.36 transaction/explain,$52.36 transaction/today at 15 35 afternoon/why
fold9,why are your loan fees higher than in some other banks?,"['fees_interests', 'why', 'more_higher_after', 'loan']",loan fees higher/why,higher/loan fees/why
fold9,I am fine with an appointment any time after half past 3 night.,['appointment'],appointment/any time after half past 3 night,after half past 3 night/appointment
fold9,arrange a meeting with us,"['appointment', 'make_open_apply_setup_get_activate']",arrange a meeting,meeting/with us/arrange
fold9,i want to get a mortgage.,"['make_open_apply_setup_get_activate', 'mortgage']",get a mortgage,mortgage/get
fold9,I cannot find any details on my mortgage in your app! Please help!,"['wrong_notworking_notshowing', 'mortgage', 'request_info']",mortgage,details on my mortgage/Please help/cannot find
fold9,can I extend my loan for a year,"['loan', 'change', 'more_higher_after']",extend my loan,a year/extend/loan
fold9,i keep increasing my limit every month and it's changing back!,"['more_higher_after', 'wrong_notworking_notshowing', 'limits', 'change']",changing back/increasing my limit,changing back/increasing my limit
fold9,i want to cancel my loan asap let me talk to the manager,"['loan', 'cancel_close_leave_freeze', 'handoff']",loan/cancel/manager,talk to the manager/cancel my loan
fold9,It's about a student loan,['loan'],student loan,student loan
fold9,My account balance is clearly wrong. I want to talk to somebody about that!,"['balance', 'handoff', 'wrong_notworking_notshowing', 'account']",talk to somebody/account balance/wrong,talk to somebody/wrong/account balance
fold9,"No, you don't need to transfer me to a real person","['deny', 'handoff']",don't need to transfer me to a real person/No,don't need/No/transfer me to a real person
fold9,I want to increase my limit to 100 dollars,"['more_higher_after', 'change', 'limits']",increase my limit,increase/limit
fold9,can I set the transfer limit for good?,"['transfer_payment_deposit', 'limits', 'change']",set the transfer limit,transfer limit/set
fold9,What is my overdraft,"['how_much', 'overdraft']",overdraft,overdraft
fold9,i made a payment to cancel my overdraft but its still pending,"['cancel_close_leave_freeze', 'wrong_notworking_notshowing', 'transfer_payment_deposit', 'overdraft']",overdraft/cancel,overdraft/cancel/pending/payment
fold9,could I change the date?,['change'],change the date,date/change
fold9,can you change the address in my savings account?,"['change', 'savings', 'account']",address/savings account/change,change the address/savings account
fold9,whats the balance of my savings one?,"['balance', 'savings', 'how_much']",balance of my savings,balance/savings
fold9,How many euros do I have on my foreign account?,"['how_much', 'international', 'account', 'balance']",foreign account/How many euros,foreign account/how many/euros
fold9,balance issues,['balance'],balance/issues,balance/issues
fold9,transfer 670€ in 4 days at 11 45 in the morning,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",transfer/4 days/670€/11 45 in the morning,670€/in 4 days/11 45 in the morning/transfer
fold9,What happened with that 68.26$ transfer to rea cote?,"['request_info', 'transfer_payment_deposit']",What happened/68.26$ transfer to rea cote,What happened/rea cote/68.26$ transfer
fold9,"Yes, confirming the transfer to cloyd at 7:25 in the evening, can you do it?","['affirm', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",confirming/transfer to cloyd at 7:25 in the evening,can you do it?/transfer/confirming/to cloyd/Yes/at 7:25 in the evening
fold9,What is the interest related to my savings account?,"['request_info', 'savings', 'account', 'fees_interests']",interest/savings account,interest/savings account
fold9,do I have to pay interest,"['request_info', 'fees_interests']",do I have to pay interest,pay interest
fold9,What are the fees associated with this?,"['request_info', 'fees_interests']",fees,fees
fold9,Can I have the time at 2 15 in the afternoon?,['request_info'],Can I have the time/at 2 15 in the afternoon,time/2 15 in the afternoon
fold9,the current one,['current'],current,current
fold9,"If you don't help me, I might just withdraw all the money I've got and go somewhere else.",['cancel_close_leave_freeze'],withdraw/go somewhere else/all the money,withdraw all the money
fold9,Just cancel it,['cancel_close_leave_freeze'],cancel,cancel
fold9,can i top up from the app while I am abroad?,"['international', 'request_info', 'transfer_payment_deposit', 'make_open_apply_setup_get_activate']",top up/app/abroad,abroad/top up/app
fold9,Does it matter if the recipient is from another country?,"['international', 'request_info']",recipient/Does it matter,another country
fold9,i dont know what type of account do i have,"['dont_know', 'account']",dont know/type of account,dont know/type of account
fold9,I don't remember the exact date.,['dont_know'],exact date,exact date/don't remember
fold9,I honestly have no idea,['dont_know'],honestly,no idea
fold9,Book me for the 25th this month.,['make_open_apply_setup_get_activate'],25th this month/Book me,25th this month/Book
fold9,Can you do that for me?,['make_open_apply_setup_get_activate'],Can you do that for me?,for me/Can you do that
fold9,should i do the transfer by card?,"['transfer_payment_deposit', 'card', 'request_info']",transfer/card,card/transfer
fold9,My card payment was reverted,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'card']",card payment/reverted,card/payment was reverted
fold9,"yes, it is tonight",['affirm'],yes/it is tonight,yes
fold9,I can't see my transfer that i made 5 weeks ago! Can you tell me if it made through?,"['wrong_notworking_notshowing', 'request_info', 'transfer_payment_deposit']",made 5 weeks ago/transfer/made through,see/if it made through/transfer/made 5 weeks ago
fold9,Yes it is,['affirm'],Yes,it is/Yes
fold9,That's not what I want,['deny'],That's not what I want,not what I want
fold9,"Not really, it just doesn't work as expected!","['wrong_notworking_notshowing', 'deny']",doesn't work,Not really/doesn't work
fold9,i paid someone,['transfer_payment_deposit'],i paid someone,someone/paid
fold9,I am certain I paid by cash,['transfer_payment_deposit'],I am certain/paid by cash,certain/paid by cash
fold9,list all of my payees please,['request_info'],list all of my payees,list/payees
fold9,It was reverted,['wrong_notworking_notshowing'],reverted,reverted
fold9,The billing address in my receipt is wrong,['wrong_notworking_notshowing'],billing address/receipt,wrong
fold9,It's new,['new'],It's new,new
fold10,"Again please, I didn't get it.",['repeat'],Again/please,didn't get it/Again please
fold10,what's the average duration?,['how_long'],average duration,average/duration
fold10,"i wanted to change the time, it should be half past 11 p.m.",['change'],time/change/half past 11 p.m.,half past 11 p.m./change the time
fold10,i lost it yesterday afternoon,['lost_stolen'],yesterday afternoon/lost,lost
fold10,"Hi, I've been having issues when paying with the company card, do you know anything about it?","['greet', 'transfer_payment_deposit', 'card', 'wrong_notworking_notshowing', 'why', 'business']",issues/paying/company card,Hi/company card/do you know anything about it?/issues when paying
fold10,"the business one, yeah!","['affirm', 'business']",business,yeah/business
fold10,why was my standing order payment to ryanna lower the last month,"['why', 'standing_order', 'less_lower_before', 'transfer_payment_deposit']",ryanna/standing order/last month/why/lower/payment,standing order payment/lower the last month/why
fold10,"thank you, this was very useful, see you","['thank', 'end_call']",thank you/see you,thank you/see you
fold10,I'm off now,['end_call'],I'm off now,I'm off
fold10,great i want 11:15 night,['acknowledge'],11:15 night/great,great/11:15 night
fold10,"Sure, I will proceed with the payment then, thanks so much!","['acknowledge', 'thank', 'transfer_payment_deposit']",thanks so much/proceed with the payment/Sure,proceed with the payment/Sure/thanks so much
fold10,I don't have my card with me so I hope that google storage also accepts cash or cheques.,"['cheque', 'card', 'transfer_payment_deposit']",cash/card/cheques,cheques/card
fold10,Can you tell me more about paying via cheques?,"['cheque', 'request_info', 'transfer_payment_deposit']",via cheques/paying,paying/cheques/more
fold10,when will i get it?,"['arrival', 'when']",will i get it/when,get/when
fold10,looks like hasn't arrived yet,"['deny', 'arrival']",hasn't arrived yet,hasn't arrived
fold10,someone stole 300.13€ from my savings!,"['lost_stolen', 'savings']",300.13€/stole/savings,stole/savings
fold10,i dont know where my card is! help!,"['lost_stolen', 'card']",dont know/where my card is,dont know/my card is
fold10,Can you tell me if I still got some pending transactions on my credit card?,"['wrong_notworking_notshowing', 'credit', 'card', 'request_info', 'transfer_payment_deposit']",pending transactions,pending transactions/credit card
fold10,It's not a credit card,"['deny', 'card', 'credit']",credit card/It's not,credit card/not
fold10,please tell me why exactly my loan rate is higher now than 5 months ago.,"['more_higher_after', 'why', 'loan', 'fees_interests']",higher now than 5 months ago/loan rate,why exactly my loan rate is higher now/5 months ago
fold10,can we switch the date of that payment to two days from now?,"['change', 'transfer_payment_deposit']",payment/switch the date/two days from now,switch/date/two days from now/payment
fold10,It's been blocked like this since last Wednesday.,['wrong_notworking_notshowing'],blocked/last Wednesday,been blocked/since last Wednesday
fold10,What did I spend most on this year,"['more_higher_after', 'request_info', 'transfer_payment_deposit']",What did I spend most on this year,spend/this year
fold10,when will my international card payment arrive,"['international', 'transfer_payment_deposit', 'card', 'when']",international card payment/when,international/arrive/card payment/when
fold10,when will you send more details about my mortgage and all the fees?,"['when', 'mortgage', 'fees_interests']",mortgage/when/all the fees/more details,mortgage/fees/more details/when
fold10,Hi,['greet'],Hi,Hi
fold10,"hi, im a new customer","['greet', 'new']",hi/new customer,customer/new/hi
fold10,sounds stupid but i dont remember my pin! I need a new debit card asap,"['debit', 'pin', 'dont_know', 'card', 'new']",remember my pin/new debit card,dont remember my pin/new debit card/asap
fold10,It's the pin of my card,"['pin', 'card']",pin/my card,pin/card
fold10,"thats very helpful, thanks!",['thank'],thats very helpful,thanks
fold10,"I managed to sort it out via mobile phone, thanks!",['thank'],mobile phone/thanks/managed to sort it out,thanks
fold10,I wanted to activate my debit one as soon as possible,"['debit', 'make_open_apply_setup_get_activate']",activate/debit,debit/as soon as possible/activate
fold10,"Exactly, it is debit","['debit', 'affirm']",Exactly/it is debit,debit/Exactly
fold10,I cannot withdraw any money on Barclay's ATMs using any other card.,"['withdrawal', 'card', 'wrong_notworking_notshowing']",withdraw/Barclay's ATMs/other card,money/Barclay's ATMs/any other card/withdraw
fold10,"I'll never be able to withdraw any money here talking to you, can I speak with someone else?","['handoff', 'withdrawal']",speak with someone else/withdraw any money,withdraw any money/speak with someone else
fold10,"My surname is misspelled on my card, how do I change that?","['wrong_notworking_notshowing', 'change', 'card', 'how']",misspelled/change/surname/card,my card/change
fold10,how can i make an international transfer?,"['international', 'make_open_apply_setup_get_activate', 'how', 'transfer_payment_deposit']",how can i make/international transfer,international/make/transfer/how
fold10,Did I spend less than 5885 at amazon prime during 2017,"['less_lower_before', 'request_info', 'transfer_payment_deposit']",spend less than 5885/amazon prime/during 2017,amazon prime/less than 5885/during 2017
fold10,why is there a 31.16€ transaction today at 13 50. I did some grocery shopping but I definitely didn't buy anything at santore restaurant,"['why', 'transfer_payment_deposit']",grocery shopping/why/santore restaurant/31.16€ transaction today at 13 50,31.16€ transaction today at 13 50/didn't buy anything at santore restaurant/why
fold10,does a loan interfere with my direct debits?,"['loan', 'direct_debit', 'request_info']",loan/direct debits,direct debits/loan
fold10,can i set a direct debit with a company from another country?,"['request_info', 'international', 'direct_debit', 'make_open_apply_setup_get_activate']",set a direct debit/company from another country,set a direct debit/company from another country
fold10,I paid with my contactless card but it was refunded,"['contactless', 'transfer_payment_deposit', 'card', 'wrong_notworking_notshowing']",refunded/contactless card,refunded/contactless card
fold10,it is contactless,['contactless'],contactless,contactless
fold10,Is it possible to lower the time limit for my fixed bonds account?,"['change', 'less_lower_before', 'account', 'request_info', 'limits']",lower/fixed bonds account/time limit,fixed bonds account/time limit/lower
fold10,do this definitely before next week Friday,"['make_open_apply_setup_get_activate', 'less_lower_before']",before next week Friday,before next week Friday
fold10,where is my 13.89€ supposedly refunded 6 days ago??,"['wrong_notworking_notshowing', 'refund']",supposedly refunded/13.89€/6 days ago/where is my,13.89€/6 days ago/refunded
fold10,yes give me the refund,"['refund', 'affirm']",give me the refund/yes,yes/refund
fold10,Why did I get a message saying my payment was declined?,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'why']",message/payment declined,payment was declined/Why
fold10,My card payment was reverted and I am not sure why that is,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'card', 'why']",card payment/not sure why/reverted,reverted/not sure why/card
fold10,"my appointment is on Friday, October the 16th",['appointment'],"Friday, October the 16th/appointment","Friday, October the 16th/appointment"
fold10,i have an appointment to discuss about loans at 20 to 2 a.m.,"['loan', 'appointment']",discuss about loans/appointment,loans/appointment
fold10,make an appointment,"['make_open_apply_setup_get_activate', 'appointment']",make an appointment,make/appointment
fold10,What's my current mortgage rate?,"['mortgage', 'fees_interests', 'request_info']",current mortgage rate,mortgage rate/current
fold10,its a mortgage,['mortgage'],mortgage,mortgage
fold10,would it be possible to get an increased overdraft for the next 8 months?,"['overdraft', 'change', 'more_higher_after', 'request_info']",next 8 months/increased overdraft,overdraft/next 8 months/increased/get
fold10,how much did I earn on my savings through the last 2 years?,"['how_much', 'savings']",last 2 years/how much/did I earn,last 2 years/how much/savings/earn
fold10,what conditions apply to get a loan?,"['request_info', 'loan']",conditions/get a loan,get/loan/conditions
fold10,i don't want to talk to you!,['handoff'],i don't want to talk to you,i don't want to talk to you
fold10,Let me talk to a person,['handoff'],Let me talk to a person,talk to a person
fold10,if its more than 6000£ i need to cancel it,"['cancel_close_leave_freeze', 'more_higher_after']",more than 6000£/cancel,cancel it/more than 6000£
fold10,You should increase my overdraft limit to 7000 euros,"['limits', 'more_higher_after', 'change', 'overdraft']",7000 euros/overdraft limit/increase,increase/overdraft limit
fold10,Are there any limits on the number of transfers I can make from my current account?,"['limits', 'current', 'transfer_payment_deposit', 'account', 'request_info']",current account/limits/transfers,limits/number of transfers/current account
fold10,What are the top up limits of my card?,"['request_info', 'limits', 'card', 'transfer_payment_deposit']",card/top up limits,card/top up limits
fold10,this question was about overdraft,['overdraft'],overdraft,overdraft/this question
fold10,change the recipient to jarah goulet por favor,"['change', 'transfer_payment_deposit']",jarah goulet/change the recipient/por favor,recipient/change
fold10,what was my account balance 10 months ago?,"['how_much', 'account', 'balance']",10 months ago/account balance,10 months ago/account balance
fold10,is there any money left in my saving account?,"['account', 'balance', 'how_much', 'savings']",saving account/money left,saving account/money left
fold10,the amount of money I can see online,['balance'],amount of money/I can see online,amount of money/see online
fold10,a $5600 transfer to my current account was reverted today,"['current', 'account', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",current account/transfer/reverted,current account/transfer
fold10,"I don't know the exact amount, but it would help if you tell me which person was that.",['dont_know'],help/don't know,I don't know/which person
fold10,it seems I have forgotten to do that transfer to yeng two days ago,"['transfer_payment_deposit', 'dont_know']",transfer to yeng/two days ago/forgotten,forgotten/transfer/two days ago
fold10,its a savings one,['savings'],savings,savings
fold10,are there any interests involved?,"['fees_interests', 'request_info']",interests,interests
fold10,Is there any fee associated with my card?,"['card', 'fees_interests', 'request_info']",associated with my card/fee,fee/card
fold10,can we do 9:45 in the evening,['make_open_apply_setup_get_activate'],9:45/evening,9:45 in the evening
fold10,i want to have another a current bank account with you,"['make_open_apply_setup_get_activate', 'current', 'account']",current bank account,another/with you/current bank account
fold10,I need to close my account in 4 days,"['account', 'cancel_close_leave_freeze']",4 days/close my account,4 days/close my account
fold10,"My card has been rejected again, and I really want to freeze it this time.","['cancel_close_leave_freeze', 'wrong_notworking_notshowing', 'card']",freeze/card,rejected/freeze/card
fold10,It's for something abroad.,['international'],abroad,abroad
fold10,Is it okay if my official residence is abroad?,"['international', 'request_info']",Is it okay/official residence,official residence/okay/abroad
fold10,What is the difference between premium and deluxe accounts?,"['account', 'request_info']",premium/deluxe accounts,deluxe accounts/premium/difference
fold10,my new account is not showing,"['wrong_notworking_notshowing', 'account', 'new']",new account/not showing,new account/not showing
fold10,I am not sure,['dont_know'],I am not sure,not sure
fold10,make it on 2nd of May,['make_open_apply_setup_get_activate'],make it on/2nd of May,make/2nd of May
fold10,"Yeah, schedule this transaction to Saturday","['make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'affirm']",transaction/Saturday/schedule,to Saturday/transaction/schedule
fold10,I want to order a new card,"['card', 'make_open_apply_setup_get_activate', 'new']",new card/order,new/card
fold10,i want to pay it by card,"['transfer_payment_deposit', 'card']",pay/card,by card/pay
fold10,"Yes, I paid it yesterday",['affirm'],Yes/I paid it yesterday,yesterday/Yes
fold10,"Yes, Apr 22nd is correct.",['affirm'],Yes/Apr 22nd,Apr 22nd is correct/Yes
fold10,of course,['affirm'],of course,of course
fold10,What happens if I don't pay,"['request_info', 'deny', 'transfer_payment_deposit']",What happens if I don't pay,don't pay/What happens
fold10,no,['deny'],no,no
fold10,"No, I don't want to top up anything","['deny', 'transfer_payment_deposit']",don't want to top up/No,No/I don't want to
fold10,its a money transfer,['transfer_payment_deposit'],money transfer,money transfer
fold10,I was trying to top up,['transfer_payment_deposit'],top up,top up
fold10,are your branches opened during the lockdown,['request_info'],branches/opened/lockdown,during the lockdown/opened/branches
fold10,are your branches closed during the lockdown,['request_info'],branches/closed during the lockdown,closed/branches
fold10,are your branches opened,['request_info'],branches/opened,opened
fold10,are your branches closed,['request_info'],branches/closed,closed/branches
fold10,Can you tell me which payees I have saved?,['request_info'],payees,which payees I have saved
fold10,It's not working,"['wrong_notworking_notshowing', 'new']",It's not working,not working
fold11,how long do i have to pay interests for my loan?,"['how_long', 'make_open_apply_setup_get_activate', 'loan', 'fees_interests']",loan/pay interests/how long,how long/pay interests/loan
fold11,list me all my account movements from 5:45 afternoon to 8 10 p.m. on the 5th Aug,"['request_info', 'account', 'transfer_payment_deposit']",my account movements/list me all/from 5:45 afternoon to 8 10 p.m. on the 5th Aug,account movements/5:45 afternoon to 8 10 p.m./5th Aug
fold11,cancel the standing order i set up this morning,"['cancel_close_leave_freeze', 'standing_order']",standing order/cancel,standing order/cancel
fold11,cancel the standing order i set up this morning,"['cancel_close_leave_freeze', 'standing_order']",standing order/cancel,standing order/cancel
fold11,my card has been out of order for 8 hours now...,"['card', 'wrong_notworking_notshowing']",out of order/8 hours/card,out of order/card
fold11,It seems that I can't open a business acc via your app,"['account', 'make_open_apply_setup_get_activate', 'business', 'wrong_notworking_notshowing']",open a business acc,can't open/via your app/business acc
fold11,Why is that standing order to Snappy Snaps still pending after 2 days?,"['standing_order', 'wrong_notworking_notshowing', 'why']",standing order/pending after 2 days,standing order/still pending after 2 days/Why
fold11,"that will be all, thanks","['end_call', 'thank']",thanks/that will be all,thanks/that will be all
fold11,nothing more to talk about bye!,['end_call'],bye/nothing more,bye
fold11,"ok, the 18 July then",['acknowledge'],18 July,then/ok/18 July
fold11,"got it, but can you tell me the actual date when I spent 158.16 at amazon prime","['acknowledge', 'transfer_payment_deposit', 'when']",spent 158.16 at amazon prime/actual date,got it/actual date/spent 158.16 at amazon prime/can you tell me
fold11,can I exchange a cheque in an overseas bank?,"['cheque', 'international', 'request_info', 'transfer_payment_deposit', 'make_open_apply_setup_get_activate']",exchange a cheque/overseas bank,exchange/cheque/overseas bank
fold11,It's about a cheque,['cheque'],cheque,cheque
fold11,when do i get it at home?,"['arrival', 'when']",when/get it at home,get it at home/when
fold11,when can I expect this reimbursement to land on my account?,"['when', 'refund', 'arrival', 'account']",land on my account/when/reimbursement/expect,account/reimbursement/when
fold11,someone stole my identity,['lost_stolen'],stole my identity,stole/my identity
